 -0.97850081E+00 -0.10029667E+01
 -0.96871580E+00 -0.10029667E+01
 -0.95893080E+00 -0.10029667E+01
 -0.94914579E+00 -0.10029667E+01
 -0.93936078E+00 -0.10029667E+01
 -0.92957577E+00 -0.10029667E+01
 -0.91979076E+00 -0.10029667E+01
 -0.91000576E+00 -0.10029667E+01
 -0.90022075E+00 -0.10029667E+01
 -0.89043574E+00 -0.10029667E+01
 -0.88065073E+00 -0.10029667E+01
 -0.87086572E+00 -0.10029667E+01
 -0.86108071E+00 -0.10029667E+01
 -0.85129571E+00 -0.10029667E+01
 -0.84151070E+00 -0.10029667E+01
 -0.83172569E+00 -0.10029667E+01
 -0.82194068E+00 -0.10029667E+01
 -0.81215567E+00 -0.10029667E+01
 -0.80237067E+00 -0.10029667E+01
 -0.79258566E+00 -0.10029667E+01
 -0.78280065E+00 -0.10029667E+01
 -0.77301564E+00 -0.10029667E+01
 -0.76323063E+00 -0.10029667E+01
 -0.75344563E+00 -0.10029667E+01
 -0.74366062E+00 -0.10029667E+01
 -0.73387561E+00 -0.10029667E+01
 -0.72409060E+00 -0.10029667E+01
 -0.71430559E+00 -0.10029667E+01
 -0.70452058E+00 -0.10029667E+01
 -0.69473558E+00 -0.10029667E+01
 -0.68495057E+00 -0.10029667E+01
 -0.67516556E+00 -0.10029667E+01
 -0.66538055E+00 -0.10029667E+01
 -0.65559554E+00 -0.10029667E+01
 -0.64581054E+00 -0.10029667E+01
 -0.63602553E+00 -0.10029667E+01
 -0.62624052E+00 -0.10029667E+01
 -0.61645551E+00 -0.10029667E+01
 -0.60667050E+00 -0.10029667E+01
 -0.59688550E+00 -0.10029667E+01
 -0.58710049E+00 -0.10029667E+01
 -0.57731548E+00 -0.10029667E+01
 -0.56753047E+00 -0.10029667E+01
 -0.55774546E+00 -0.10029667E+01
 -0.54796045E+00 -0.10029667E+01
 -0.53817545E+00 -0.10029667E+01
 -0.52839044E+00 -0.10029667E+01
 -0.51860543E+00 -0.10029667E+01
 -0.50882042E+00 -0.10029667E+01
 -0.49903541E+00 -0.10029667E+01
 -0.48925041E+00 -0.10029667E+01
 -0.47946540E+00 -0.10029667E+01
 -0.46968039E+00 -0.10029667E+01
 -0.45989538E+00 -0.10029667E+01
 -0.45011037E+00 -0.10029667E+01
 -0.44032537E+00 -0.10029667E+01
 -0.43054036E+00 -0.10029667E+01
 -0.42075535E+00 -0.10029667E+01
 -0.41097034E+00 -0.10029667E+01
 -0.40118533E+00 -0.10029667E+01
 -0.39140032E+00 -0.10029667E+01
 -0.38161532E+00 -0.10029667E+01
 -0.37183031E+00 -0.10029667E+01
 -0.36204530E+00 -0.10029667E+01
 -0.35226029E+00 -0.10029667E+01
 -0.34247528E+00 -0.10029667E+01
 -0.33269028E+00 -0.10029667E+01
 -0.32290527E+00 -0.10029667E+01
 -0.31312026E+00 -0.10029667E+01
 -0.30333525E+00 -0.10029667E+01
 -0.29355024E+00 -0.10029667E+01
 -0.28376524E+00 -0.10029667E+01
 -0.27398023E+00 -0.10029667E+01
 -0.26419522E+00 -0.10029667E+01
 -0.25441021E+00 -0.10029667E+01
 -0.24462520E+00 -0.10029667E+01
 -0.23484019E+00 -0.10029667E+01
 -0.22505519E+00 -0.10029667E+01
 -0.21527018E+00 -0.10029667E+01
 -0.20548517E+00 -0.10029667E+01
 -0.19570016E+00 -0.10029667E+01
 -0.18591515E+00 -0.10029667E+01
 -0.17613015E+00 -0.10029667E+01
 -0.16634514E+00 -0.10029667E+01
 -0.15656013E+00 -0.10029667E+01
 -0.14677512E+00 -0.10029667E+01
 -0.13699011E+00 -0.10029667E+01
