 &plot nbnd=  34, nks=   271 /
            0.000000  0.000000  0.000000
  -61.447  -60.695  -31.885  -31.240  -31.143  -30.833  -30.574  -30.492   -7.421   -6.394
   -5.527   -5.520    4.280    4.284    5.472    5.983    6.015    8.452    8.460    8.520
    9.905   10.039   10.329   10.374   10.394   10.743   10.902   11.115   11.715   13.895
   14.228   16.852   17.038   18.252
            0.016667  0.000000  0.000000
  -61.447  -60.695  -31.885  -31.240  -31.143  -30.833  -30.574  -30.492   -7.420   -6.394
   -5.528   -5.521    4.282    4.286    5.474    5.983    6.016    8.447    8.458    8.517
    9.883   10.060   10.312   10.354   10.414   10.754   10.901   11.122   11.719   13.900
   14.226   16.851   17.037   18.250
            0.033333  0.000000  0.000000
  -61.447  -60.695  -31.885  -31.240  -31.143  -30.833  -30.574  -30.492   -7.417   -6.393
   -5.532   -5.523    4.288    4.293    5.480    5.984    6.017    8.435    8.453    8.506
    9.838   10.104   10.265   10.329   10.440   10.784   10.898   11.139   11.728   13.912
   14.221   16.846   17.034   18.244
            0.050000  0.000000  0.000000
  -61.447  -60.695  -31.885  -31.240  -31.143  -30.833  -30.574  -30.492   -7.412   -6.392
   -5.537   -5.527    4.298    4.304    5.489    5.985    6.020    8.415    8.444    8.489
    9.784   10.156   10.202   10.299   10.467   10.824   10.895   11.166   11.744   13.932
   14.213   16.839   17.028   18.234
            0.066667  0.000000  0.000000
  -61.447  -60.695  -31.885  -31.240  -31.143  -30.833  -30.574  -30.492   -7.405   -6.390
   -5.546   -5.531    4.311    4.319    5.501    5.987    6.023    8.385    8.432    8.466
    9.728   10.128   10.210   10.262   10.497   10.860   10.903   11.201   11.765   13.960
   14.201   16.830   17.021   18.219
            0.083333  0.000000  0.000000
  -61.447  -60.695  -31.885  -31.240  -31.143  -30.833  -30.574  -30.492   -7.396   -6.388
   -5.557   -5.537    4.328    4.340    5.518    5.989    6.028    8.348    8.417    8.438
    9.670   10.047   10.222   10.265   10.531   10.864   10.943   11.239   11.792   13.996
   14.187   16.817   17.011   18.200
            0.100000  0.000000  0.000000
  -61.447  -60.695  -31.885  -31.240  -31.143  -30.833  -30.574  -30.492   -7.385   -6.386
   -5.570   -5.543    4.349    4.364    5.538    5.992    6.033    8.302    8.400    8.406
    9.611    9.960   10.180   10.321   10.568   10.854   10.996   11.280   11.824   14.037
   14.172   16.803   16.999   18.176
            0.116667  0.000000  0.000000
  -61.447  -60.695  -31.885  -31.240  -31.143  -30.834  -30.574  -30.492   -7.372   -6.383
   -5.586   -5.550    4.373    4.393    5.561    5.995    6.040    8.250    8.367    8.380
    9.552    9.868   10.138   10.377   10.609   10.841   11.052   11.321   11.860   14.077
   14.162   16.785   16.986   18.147
            0.133333  0.000000  0.000000
  -61.447  -60.695  -31.885  -31.240  -31.142  -30.834  -30.574  -30.492   -7.358   -6.380
   -5.604   -5.559    4.400    4.426    5.589    5.998    6.047    8.193    8.324    8.358
    9.492    9.771   10.098   10.433   10.652   10.825   11.109   11.362   11.900   14.092
   14.181   16.766   16.971   18.114
            0.150000  0.000000  0.000000
  -61.447  -60.695  -31.885  -31.240  -31.142  -30.834  -30.574  -30.492   -7.341   -6.377
   -5.623   -5.568    4.431    4.463    5.620    6.002    6.055    8.131    8.276    8.334
    9.432    9.671   10.060   10.490   10.696   10.807   11.167   11.401   11.943   14.076
   14.236   16.744   16.954   18.077
            0.166667  0.000000  0.000000
  -61.447  -60.695  -31.885  -31.240  -31.142  -30.834  -30.574  -30.492   -7.323   -6.374
   -5.644   -5.578    4.464    4.503    5.655    6.005    6.064    8.064    8.222    8.310
    9.372    9.568   10.026   10.546   10.738   10.791   11.225   11.439   11.988   14.049
   14.305   16.720   16.936   18.034
            0.183333  0.000000  0.000000
  -61.447  -60.695  -31.885  -31.240  -31.142  -30.834  -30.574  -30.492   -7.303   -6.371
   -5.667   -5.589    4.501    4.546    5.693    6.010    6.073    7.995    8.163    8.285
    9.313    9.461    9.996   10.603   10.751   10.801   11.284   11.474   12.036   14.017
   14.382   16.695   16.917   17.988
            0.200000  0.000000  0.000000
  -61.447  -60.695  -31.885  -31.240  -31.142  -30.834  -30.574  -30.492   -7.281   -6.368
   -5.691   -5.601    4.541    4.593    5.736    6.014    6.083    7.924    8.100    8.259
    9.254    9.352    9.970   10.658   10.732   10.842   11.343   11.507   12.085   13.983
   14.465   16.668   16.897   17.938
            0.216667  0.000000  0.000000
  -61.447  -60.695  -31.885  -31.240  -31.142  -30.835  -30.574  -30.492   -7.258   -6.366
   -5.715   -5.613    4.584    4.642    5.782    6.019    6.094    7.850    8.033    8.233
    9.196    9.240    9.949   10.706   10.713   10.886   11.402   11.536   12.134   13.946
   14.553   16.640   16.876   17.883
            0.233333  0.000000  0.000000
  -61.447  -60.695  -31.885  -31.240  -31.142  -30.835  -30.574  -30.492   -7.232   -6.365
   -5.740   -5.626    4.629    4.693    5.832    6.023    6.105    7.776    7.963    8.208
    9.126    9.139    9.932   10.678   10.767   10.931   11.461   11.563   12.184   13.908
   14.646   16.610   16.854   17.824
            0.250000  0.000000  0.000000
  -61.447  -60.695  -31.885  -31.240  -31.141  -30.835  -30.574  -30.492   -7.206   -6.365
   -5.765   -5.640    4.676    4.746    5.885    6.028    6.116    7.700    7.890    8.183
    9.010    9.084    9.920   10.649   10.820   10.974   11.520   11.587   12.234   13.868
   14.743   16.581   16.832   17.761
            0.266667  0.000000  0.000000
  -61.447  -60.695  -31.885  -31.240  -31.141  -30.835  -30.574  -30.492   -7.177   -6.366
   -5.789   -5.655    4.725    4.801    5.943    6.033    6.128    7.624    7.815    8.158
    8.893    9.030    9.912   10.618   10.872   11.016   11.578   11.609   12.283   13.826
   14.844   16.551   16.810   17.694
            0.283333  0.000000  0.000000
  -61.447  -60.695  -31.885  -31.240  -31.141  -30.836  -30.574  -30.492   -7.148   -6.369
   -5.812   -5.669    4.776    4.857    6.004    6.038    6.140    7.548    7.739    8.135
    8.775    8.978    9.908   10.585   10.922   11.056   11.625   11.638   12.331   13.784
   14.948   16.521   16.788   17.624
            0.300000  0.000000  0.000000
  -61.447  -60.695  -31.885  -31.240  -31.141  -30.836  -30.574  -30.493   -7.117   -6.374
   -5.834   -5.685    4.828    4.913    6.043    6.069    6.151    7.473    7.662    8.113
    8.656    8.928    9.908   10.552   10.969   11.095   11.642   11.694   12.377   13.741
   15.054   16.491   16.766   17.550
            0.316667  0.000000  0.000000
  -61.447  -60.695  -31.885  -31.240  -31.141  -30.836  -30.574  -30.493   -7.084   -6.383
   -5.853   -5.700    4.881    4.970    6.048    6.137    6.162    7.399    7.587    8.093
    8.536    8.881    9.912   10.517   11.015   11.132   11.656   11.750   12.422   13.698
   15.162   16.462   16.745   17.472
            0.333333  0.000000  0.000000
  -61.447  -60.695  -31.885  -31.240  -31.141  -30.836  -30.574  -30.493   -7.051   -6.394
   -5.870   -5.716    4.934    5.026    6.053    6.173    6.209    7.326    7.513    8.074
    8.417    8.836    9.920   10.482   11.057   11.166   11.667   11.805   12.464   13.656
   15.272   16.434   16.724   17.391
            0.350000  0.000000  0.000000
  -61.447  -60.695  -31.885  -31.240  -31.141  -30.836  -30.574  -30.493   -7.016   -6.409
   -5.883   -5.732    4.986    5.082    6.057    6.183    6.284    7.255    7.442    8.057
    8.297    8.794    9.930   10.447   11.097   11.199   11.676   11.857   12.503   13.614
   15.383   16.408   16.705   17.307
            0.366667  0.000000  0.000000
  -61.447  -60.695  -31.885  -31.240  -31.140  -30.837  -30.574  -30.493   -6.980   -6.427
   -5.893   -5.748    5.037    5.135    6.061    6.193    6.362    7.187    7.374    8.041
    8.179    8.756    9.943   10.411   11.134   11.229   11.683   11.907   12.539   13.574
