  0.23816222E-06  0.18563720E-06 -0.17878862E-06
 -0.12045503E-03 -0.16790521E-03 -0.35387063E-02
 -0.24886897E-03 -0.33463429E-03 -0.69167069E-02
 -0.39399359E-03 -0.49777581E-03 -0.99787996E-02
 -0.56593341E-03 -0.65528112E-03 -0.12580504E-01
 -0.77453010E-03 -0.80613094E-03 -0.14595148E-01
 -0.10269564E-02 -0.95058154E-03 -0.15919717E-01
 -0.13253995E-02 -0.10895470E-02 -0.16478246E-01
 -0.16661076E-02 -0.12237432E-02 -0.16223606E-01
 -0.20403269E-02 -0.13534780E-02 -0.15139747E-01
 -0.24363767E-02 -0.14793353E-02 -0.13245064E-01
 -0.28412202E-02 -0.16031408E-02 -0.10594872E-01
 -0.32402899E-02 -0.17285491E-02 -0.72799065E-02
 -0.36165712E-02 -0.18627636E-02 -0.34195753E-02
  0.25999732E-02  0.31975822E-02 -0.68862663E-01
  0.23983336E-02  0.31468816E-02 -0.60684180E-01
  0.22052636E-02  0.30153944E-02 -0.51895334E-01
  0.20284363E-02  0.27889903E-02 -0.42612572E-01
  0.18690258E-02  0.24596045E-02 -0.32938505E-01
 -0.74962744E-02  0.43774360E-02  0.34786685E-02
 -0.66543466E-02  0.39284143E-02  0.57501442E-02
 -0.56134629E-02  0.33478953E-02  0.66918229E-02
 -0.43937364E-02  0.26432487E-02  0.63644035E-02
 -0.30234385E-02  0.18307805E-02  0.49363473E-02
 -0.15420209E-02  0.93780189E-03  0.26876996E-02
 -0.83000380E-06  0.17309587E-05 -0.15049690E-05
  0.15407520E-02 -0.93419743E-03 -0.26902058E-02
  0.30229516E-02 -0.18271377E-02 -0.49376517E-02
  0.43936390E-02 -0.26403444E-02 -0.63645350E-02
  0.56129660E-02 -0.33465425E-02 -0.66914754E-02
  0.66530447E-02 -0.39285498E-02 -0.57501732E-02
  0.74945574E-02 -0.43779615E-02 -0.34795003E-02
 -0.18707082E-02 -0.24593137E-02  0.32937430E-01
 -0.20291900E-02 -0.27876361E-02  0.42611416E-01
 -0.22052307E-02 -0.30137357E-02  0.51894499E-01
 -0.23981000E-02 -0.31459413E-02  0.60683535E-01
 -0.25999420E-02 -0.31976851E-02  0.68861681E-01
  0.36163693E-02  0.18624554E-02  0.34179875E-02
  0.32404570E-02  0.17281368E-02  0.72778734E-02
  0.28419388E-02  0.16029299E-02  0.10593203E-01
  0.24374326E-02  0.14792284E-02  0.13244454E-01
  0.20413144E-02  0.13533492E-02  0.15140242E-01
  0.16668100E-02  0.12236543E-02  0.16224629E-01
  0.13259654E-02  0.10895539E-02  0.16479135E-01
  0.10277265E-02  0.95046090E-03  0.15920245E-01
  0.77570589E-03  0.80548801E-03  0.14595543E-01
  0.56739466E-03  0.65400863E-03  0.12581028E-01
  0.39539825E-03  0.49633437E-03  0.99793818E-02
  0.24991802E-03  0.33374118E-03  0.69170189E-02
  0.12110322E-03  0.16786694E-03  0.35385698E-02
  0.23816222E-06  0.18563720E-06 -0.17878862E-06
  0.16775651E-03  0.12097468E-03  0.35292766E-02
  0.47500602E-04 -0.47365507E-04 -0.16750510E-04
 -0.73720313E-04 -0.20275610E-03 -0.35778969E-02
 -0.20848759E-03 -0.34451649E-03 -0.69897850E-02
 -0.36531265E-03 -0.47515843E-03 -0.10093362E-01
 -0.54717138E-03 -0.59627734E-03 -0.12742158E-01
 -0.75615439E-03 -0.70664813E-03 -0.14804523E-01
 -0.99737639E-03 -0.80577440E-03 -0.16163676E-01
 -0.12756234E-02 -0.89903888E-03 -0.16722493E-01
 -0.15873165E-02 -0.99765448E-03 -0.16415408E-01
 -0.19171226E-02 -0.11120727E-02 -0.15220311E-01
 -0.22440791E-02 -0.12455370E-02 -0.13159929E-01
 -0.25510505E-02 -0.13955096E-02 -0.10290614E-01
 -0.28270614E-02 -0.15631556E-02 -0.66896247E-02
 -0.30628749E-02 -0.17687038E-02 -0.24557572E-02
  0.32297979E-02  0.32852993E-02 -0.66576089E-01
  0.31842498E-02  0.31421581E-02 -0.58021313E-01
  0.31651512E-02  0.28926513E-02 -0.48946173E-01
  0.31661239E-02  0.25417933E-02 -0.39679067E-01
 -0.31403636E-02  0.35006680E-02 -0.16033239E-01
 -0.20550304E-02  0.28561649E-02 -0.14714559E-01
 -0.80822269E-03  0.20962365E-02 -0.14609214E-01
  0.59672870E-03  0.12398305E-02 -0.15551158E-01
  0.21276137E-02  0.32266073E-03 -0.17311504E-01
  0.37120464E-02 -0.61069777E-03 -0.19631408E-01
  0.52576245E-02 -0.15200952E-02 -0.22198691E-01
  0.66890583E-02 -0.23757520E-02 -0.24616511E-01
  0.79707289E-02 -0.31530939E-02 -0.26427388E-01
  0.90968202E-02 -0.38249123E-02 -0.27206211E-01
  0.10061756E-01 -0.43617387E-02 -0.26668569E-01
  0.10840747E-01 -0.47418886E-02 -0.24719665E-01
  0.11397703E-01 -0.49618830E-02 -0.21414685E-01
 -0.72508764E-03 -0.22206548E-02  0.25952053E-01
 -0.10368104E-02 -0.25295222E-02  0.35797478E-01
 -0.13525311E-02 -0.27473171E-02  0.45092585E-01
 -0.16672484E-02 -0.28830075E-02  0.53923081E-01
 -0.19798318E-02 -0.29457510E-02  0.62305156E-01
 -0.22858935E-02 -0.29494115E-02  0.70162814E-01
  0.38901867E-02  0.21479235E-02  0.37425225E-02
  0.34125478E-02  0.20327479E-02  0.74092505E-02
  0.29455632E-02  0.19036818E-02  0.10575614E-01
  0.25013561E-02  0.17615247E-02  0.13118660E-01
  0.20822108E-02  0.16059013E-02  0.14952633E-01
  0.16923575E-02  0.14348134E-02  0.16022253E-01
  0.13431626E-02  0.12485403E-02  0.16297840E-01
  0.10465929E-02  0.10526537E-02  0.15777494E-01
  0.80498072E-03  0.85586553E-03  0.14493225E-01
  0.60854517E-03  0.66443261E-03  0.12513885E-01
  0.44286460E-03  0.47910384E-03  0.99408868E-02
  0.29763498E-03  0.29784868E-03  0.68991800E-02
  0.16775651E-03  0.12097468E-03  0.35292766E-02
  0.33299853E-03  0.24949550E-03  0.69110887E-02
  0.20154720E-03  0.73960053E-04  0.35193399E-02
  0.75471102E-04 -0.76361135E-04 -0.63685767E-04
 -0.53374676E-04 -0.20322106E-03 -0.36734489E-02
 -0.19251874E-03 -0.31516567E-03 -0.71418957E-02
 -0.34789007E-03 -0.41737414E-03 -0.10304814E-01
 -0.52264221E-03 -0.50680666E-03 -0.13005020E-01
 -0.71660891E-03 -0.58001720E-03 -0.15093073E-01
 -0.92683901E-03 -0.64507551E-03 -0.16432328E-01
 -0.11486936E-02 -0.72254602E-03 -0.16911432E-01
 -0.13762620E-02 -0.83228559E-03 -0.16457646E-01
 -0.16012359E-02 -0.97991966E-03 -0.15040610E-01
 -0.18108373E-02 -0.11588284E-02 -0.12665062E-01
 -0.19867740E-02 -0.13668811E-02 -0.93641054E-02
 -0.21078112E-02 -0.16224548E-02 -0.52068875E-02
 -0.21707550E-02 -0.20061914E-02 -0.32269064E-03
  0.43091911E-02  0.31012075E-02 -0.62832236E-01
  0.44598735E-02  0.28293377E-02 -0.53915444E-01
  0.46156119E-02  0.24671460E-02 -0.44780087E-01
  0.12620602E-02  0.23780692E-02 -0.33388879E-01
  0.25260424E-02  0.15905917E-02 -0.31701710E-01
  0.38879140E-02  0.70413472E-03 -0.30824965E-01
  0.53300074E-02 -0.24992730E-03 -0.30678816E-01
  0.68170031E-02 -0.12150465E-02 -0.31202313E-01
  0.82932496E-02 -0.21295184E-02 -0.32378125E-01
  0.96943844E-02 -0.29532993E-02 -0.34132019E-01
  0.10965565E-01 -0.36742566E-02 -0.36195165E-01
  0.12072169E-01 -0.42890743E-02 -0.38070022E-01
  0.12995523E-01 -0.47805543E-02 -0.39161278E-01
  0.13719711E-01 -0.51161277E-02 -0.38989185E-01
  0.14223332E-01 -0.52695231E-02 -0.37328418E-01
  0.14484757E-01 -0.52435220E-02 -0.34183634E-01
  0.27816782E-03 -0.18395767E-02  0.20218818E-01
 -0.16764215E-03 -0.21401851E-02  0.29420572E-01
 -0.60395028E-03 -0.23637078E-02  0.38224691E-01
 -0.10267208E-02 -0.25146179E-02  0.46771321E-01
 -0.14328822E-02 -0.25963261E-02  0.55100215E-01
 -0.18167727E-02 -0.26232557E-02  0.63156323E-01
 -0.21688251E-02 -0.26191206E-02  0.70805429E-01
  0.39817825E-02  0.25172597E-02  0.36966388E-02
  0.34598335E-02  0.23778632E-02  0.72810777E-02
  0.29638410E-02  0.22170383E-02  0.10410716E-01
  0.25029388E-02  0.20357909E-02  0.12954131E-01
  0.20814091E-02  0.18284159E-02  0.14812272E-01
  0.17026573E-02  0.15936071E-02  0.15916200E-01
  0.13700053E-02  0.13426609E-02  0.16226834E-01
  0.10850010E-02  0.10945050E-02  0.15738101E-01
  0.84563327E-03  0.86246415E-03  0.14480614E-01
  0.64612745E-03  0.64720804E-03  0.12521347E-01
  0.47825536E-03  0.44307174E-03  0.99579401E-02
  0.33299853E-03  0.24949550E-03  0.69110887E-02
  0.49428463E-03  0.39466198E-03  0.10003172E-01
  0.34122580E-03  0.20841912E-03  0.69209016E-02
  0.20032699E-03  0.52289617E-04  0.34790428E-02
  0.72545699E-04 -0.75271692E-04 -0.16661804E-03
 -0.48632915E-04 -0.17907089E-03 -0.38474209E-02
 -0.17720870E-03 -0.26471596E-03 -0.73862851E-02
 -0.32102485E-03 -0.33736521E-03 -0.10603967E-01
 -0.47094429E-03 -0.40330709E-03 -0.13325243E-01
 -0.60800329E-03 -0.47232904E-03 -0.15384498E-01
 -0.72260118E-03 -0.55750719E-03 -0.16631537E-01
 -0.82364336E-03 -0.67191129E-03 -0.16938013E-01
 -0.92491123E-03 -0.82559148E-03 -0.16204546E-01
 -0.10217184E-02 -0.10263704E-02 -0.14369612E-01
 -0.10835883E-02 -0.12838102E-02 -0.11421220E-01
 -0.10727145E-02 -0.16127824E-02 -0.74095960E-02
 -0.97441390E-03 -0.20486078E-02 -0.24587709E-02
 -0.10237374E-02 -0.33811137E-02  0.32150766E-02
  0.59053351E-02  0.25952554E-02 -0.57658232E-01
  0.40656721E-02  0.18216826E-02 -0.51229833E-01
  0.53800075E-02  0.10901613E-02 -0.48330060E-01
  0.67381487E-02  0.23042168E-03 -0.45526059E-01
  0.81159318E-02 -0.68692408E-03 -0.42974161E-01
  0.94632605E-02 -0.16291144E-02 -0.40809381E-01
  0.10744243E-01 -0.25559819E-02 -0.39250966E-01
  0.11952426E-01 -0.34208263E-02 -0.38600271E-01
  0.13094652E-01 -0.41793430E-02 -0.39071255E-01
  0.14158339E-01 -0.47967938E-02 -0.40560712E-01
