  0.00000000E+00  0.43101653E+01
  0.34595228E-02  0.43102101E+01
  0.69190456E-02  0.43103443E+01
  0.10378568E-01  0.43105680E+01
  0.13838091E-01  0.43108811E+01
  0.17297614E-01  0.43112837E+01
  0.20757137E-01  0.43117757E+01
  0.24216660E-01  0.43123570E+01
  0.27676182E-01  0.43130277E+01
  0.31135705E-01  0.43137877E+01
  0.34595228E-01  0.43146369E+01
  0.38054751E-01  0.43155753E+01
  0.41514274E-01  0.43166028E+01
  0.44973796E-01  0.43177194E+01
  0.48433319E-01  0.43189250E+01
  0.51892842E-01  0.43202194E+01
  0.55352365E-01  0.43216026E+01
  0.58811888E-01  0.43230746E+01
  0.62271410E-01  0.43246352E+01
  0.65730933E-01  0.43262842E+01
  0.69190456E-01  0.43280217E+01
  0.72649979E-01  0.43298475E+01
  0.76109502E-01  0.43317614E+01
  0.79569024E-01  0.43337633E+01
  0.83028547E-01  0.43358531E+01
  0.86488070E-01  0.43380307E+01
  0.89947593E-01  0.43402958E+01
  0.93407116E-01  0.43426484E+01
  0.96866638E-01  0.43450883E+01
  0.10032616E+00  0.43476153E+01
  0.10378568E+00  0.43502292E+01
  0.10724521E+00  0.43529299E+01
  0.11070473E+00  0.43557172E+01
  0.11416425E+00  0.43585908E+01
  0.11762378E+00  0.43615506E+01
  0.12108330E+00  0.43645964E+01
  0.12454282E+00  0.43677280E+01
  0.12800234E+00  0.43709451E+01
  0.13146187E+00  0.43742475E+01
  0.13492139E+00  0.43776350E+01
  0.13838091E+00  0.43811074E+01
  0.14184043E+00  0.43846643E+01
  0.14529996E+00  0.43883057E+01
  0.14875948E+00  0.43920311E+01
  0.15221900E+00  0.43958403E+01
  0.15567853E+00  0.43997331E+01
  0.15913805E+00  0.44037092E+01
  0.16259757E+00  0.44077683E+01
  0.16605709E+00  0.44119101E+01
  0.16951662E+00  0.44161343E+01
  0.17297614E+00  0.44204406E+01
  0.17643566E+00  0.44248288E+01
  0.17989519E+00  0.44292983E+01
  0.18335471E+00  0.44338491E+01
  0.18681423E+00  0.44384806E+01
  0.19027375E+00  0.44431926E+01
  0.19373328E+00  0.44479848E+01
  0.19719280E+00  0.44528567E+01
  0.20065232E+00  0.44578080E+01
  0.20411185E+00  0.44628384E+01
  0.20757137E+00  0.44679474E+01
  0.21103089E+00  0.44731346E+01
  0.21449041E+00  0.44783998E+01
  0.21794994E+00  0.44837424E+01
  0.22140946E+00  0.44891621E+01
  0.22486898E+00  0.44946584E+01
  0.22832850E+00  0.45002309E+01
  0.23178803E+00  0.45058792E+01
  0.23524755E+00  0.45116028E+01
  0.23870707E+00  0.45174013E+01
  0.24216660E+00  0.45232742E+01
  0.24562612E+00  0.45292210E+01
  0.24908564E+00  0.45352412E+01
  0.25254516E+00  0.45413345E+01
  0.25600469E+00  0.45475002E+01
  0.25946421E+00  0.45537378E+01
  0.26292373E+00  0.45600468E+01
  0.26638326E+00  0.45664267E+01
  0.26984278E+00  0.45728770E+01
  0.27330230E+00  0.45793970E+01
  0.27676182E+00  0.45859863E+01
  0.28022135E+00  0.45926441E+01
  0.28368087E+00  0.45993701E+01
  0.28714039E+00  0.46061635E+01
  0.29059992E+00  0.46130237E+01
  0.29405944E+00  0.46199501E+01
  0.29751896E+00  0.46269421E+01
  0.30097848E+00  0.46339990E+01
  0.30443801E+00  0.46411201E+01
  0.30789753E+00  0.46483049E+01
  0.31135705E+00  0.46555525E+01
  0.31481657E+00  0.46628622E+01
  0.31827610E+00  0.46702334E+01
  0.32173562E+00  0.46776654E+01
  0.32519514E+00  0.46851572E+01
  0.32865467E+00  0.46927083E+01
  0.33211419E+00  0.47003178E+01
  0.33557371E+00  0.47079848E+01
  0.33903323E+00  0.47157086E+01
  0.34249276E+00  0.47234884E+01
  0.34595228E+00  0.47313233E+01
  0.34941180E+00  0.47392123E+01
  0.35287133E+00  0.47471547E+01
  0.35633085E+00  0.47551495E+01
  0.35979037E+00  0.47631957E+01
  0.36324989E+00  0.47712924E+01
  0.36670942E+00  0.47794386E+01
  0.37016894E+00  0.47876334E+01
  0.37362846E+00  0.47958756E+01
  0.37708799E+00  0.48041643E+01
  0.38054751E+00  0.48124984E+01
  0.38400703E+00  0.48208767E+01
  0.38746655E+00  0.48292981E+01
  0.39092608E+00  0.48377615E+01
  0.39438560E+00  0.48462656E+01
  0.39784512E+00  0.48548094E+01
  0.40130464E+00  0.48633914E+01
  0.40476417E+00  0.48720105E+01
  0.40822369E+00  0.48806653E+01
  0.41168321E+00  0.48893545E+01
  0.41514274E+00  0.48980766E+01
  0.41860226E+00  0.49068303E+01
  0.42206178E+00  0.49156142E+01
  0.42552130E+00  0.49244266E+01
  0.42898083E+00  0.49332662E+01
  0.43244035E+00  0.49421312E+01
  0.43589987E+00  0.49510201E+01
  0.43935940E+00  0.49599311E+01
  0.44281892E+00  0.49688627E+01
  0.44627844E+00  0.49778130E+01
